_recordId,_createdTime,Role,Company,Grade,Notes,Date,Status,Tracker #
recrOoLGVw5oyJA2W,2026-06-18T05:14:30.000Z,"Program Manager, Security Business Enablement",Stripe,B,"Covered by live-2026-06-12-30. The consolidated referral ask to Shamila leads with Enterprise Servicing and Capital Collections. Not sending a separate message for this posting, flag it if you want it added to the ask.",,,
recrQjBt0m0Qj6iDz,2026-06-12T04:06:36.000Z,"Program Manager, Go To Market",stripe,B,auto-submit re-run 2026-05-24,2026-05-23,Blocked,89
recrZC7QhRsJ7bbaa,2026-06-12T04:08:07.000Z,Staff Technical Product Manager,geaerospace,B,auto-submit re-run 2026-06-03,2026-05-29,Blocked,133
recrafM54MHV4OOCA,2026-06-25T05:16:38.000Z,"Senior Program Manager, Growth Enablement",Toast,C,,,,
recrckSC9UdYOEGRj,2026-06-12T04:08:07.000Z,Careers at Elevance Health,elevancehealth,B,auto-submit re-run 2026-06-07,2026-06-03,Blocked,152
recrhY8mni3ZrKfQi,2026-06-12T04:04:47.000Z,Staff TPM,okta,—,legal/consent fields unresolved,2026-05-21,Blocked,76
recrpUAS0UinF6HBR,2026-06-12T04:04:47.000Z,Delivery Manager,datatonic,4.0/5,auto-submit re-run 2026-05-21,2026-05-13,Submitted,18
recs4XCfKLrrQ1QjC,2026-06-12T04:08:54.000Z,Sr Product Manager - Product Detail Page (PDP) Experience,target,A,auto-submit re-run 2026-06-07,2026-06-05,Blocked,200
recs6Iiu0XL57SeBN,2026-06-12T04:04:47.000Z,Current openings at Judi Health,capitalrx,4.0/5,auto-submit re-run 2026-05-21,2026-05-19,Blocked,48
recsBCzEH5b5C2IqV,2026-06-18T05:14:29.000Z,"Principal Product Manager, POS Ordering",Toast,B,,,,
recsd79Qbwah57UJN,2026-06-18T05:14:30.000Z,Commercial Solutions Program Manager,Stripe,B,"Covered by live-2026-06-12-30. The consolidated referral ask to Shamila leads with Enterprise Servicing and Capital Collections. Not sending a separate message for this posting, flag it if you want it added to the ask.",,,
recstkZL1My2zPVcb,2026-06-12T04:04:47.000Z,Sr. Program Manager Data for Good,databricks,5.0/5,confirmed-blocked — no confirmation email received 2026-05-26,2026-05-19,Blocked,51
rect1lHp3GnqRxRZ9,2026-06-12T04:06:36.000Z,"Product Manager, Terminal Device Expansion",stripe,A,auto-submit re-run 2026-06-07,2026-05-28,Blocked,105
rectSgUxGHnhYYVF7,2026-06-12T04:04:47.000Z,Senior Product Manager - Banking Foundations,mercury,4.0/5,auto-submit re-run 2026-05-21,2026-05-14,Blocked,40
rectjQh2oKPX7Qngq,2026-06-18T05:14:30.000Z,"Technical Program Manager, Infrastructure",Figma,B,,,,
rectyMtXKwXjqulIO,2026-06-12T04:08:07.000Z,Program Manager,abbott,A,auto-submit,2026-06-03,Blocked,177
recu3d0VeN5YA54Ek,2026-06-12T04:08:54.000Z,Digital Product Manager Branch and ATM,wf,B,auto-submit re-run 2026-06-07,2026-06-06,Blocked,203
recu64OgDX15ntBv3,2026-07-24T05:17:42.000Z,Senior Product Manager - Activation,Mercury,C,,,,
recuNR7lrlQskMSkF,2026-07-22T05:17:55.000Z,Sr. Project & Program Manager,Pinterest,C,,,,
recuTiSSWLY77mxQB,2026-06-12T04:08:07.000Z,Principal CIDO IT Program Manager,northrop grumman,A,auto-submit re-run 2026-06-03,2026-06-03,Blocked,158
recubtP5TG1pXtm7Y,2026-06-12T04:04:47.000Z,Staff PM Dashboard,stripe,—,TD-19: search URL not listing URL,2026-05-21,Blocked,73
recuu55zv6FfNx3Pi,2026-07-24T05:17:42.000Z,Senior Product Manager - AI Gateway,Delinea,C,,,,
recv3TGVYNagnvZ45,2026-06-12T04:06:36.000Z,Manager   Scrum Master R0916455 1,cvshealth,A,auto-submit re-run 2026-06-02,2026-05-28,Blocked,103
recvTQrnsKwFfzGx6,2026-06-12T04:08:07.000Z,Principal/Sr Principal Agile Coach- 18856,northrop grumman,A,auto-submit re-run 2026-06-03,2026-05-29,Blocked,138
recvXPDhiUc79gzse,2026-07-13T05:17:45.000Z,Senior Product Manager - Delinea Desktop Client,Delinea,C,,,,
recvc5F8gXvXcEyq0,2026-06-18T05:14:28.000Z,Staff Program Manager Brand Campaigns,Duolingo,C,,,,
recvjlVxb5ouBXkLB,2026-07-05T05:17:21.000Z,"Sr Product Manager, T-Platform",T-Mobile,C,"Manually filed by Rahil via job-board screenshot, not auto-scanned. Graded with worker-grader.mjs keyword-count rubric (1 keyword match = C). No LinkedIn connection on file for T-Mobile. Note: title regex/keyword logic doesn't check location — Frisco TX is DFW metro but engine's separate grade-jobs.mjs location filter (unused in this pipeline) would've missed it.",,,
recvt9SJn97Kt0X5S,2026-06-21T08:02:16.000Z,"Enablement Program Manager, APAC",Okta,C,,,,
recw4F8FJew4SSorP,2026-06-12T04:06:36.000Z,"Staff Product Manager, Identity & Access Management",gofundme,A,auto-submit,2026-05-28,Blocked,110
recw7Fr9KMsUKbOIH,2026-07-22T05:17:55.000Z,Staff Product Manager - Billing,Lambda Labs,C,,,,
recw7KCcVGf8sUQMO,2026-06-29T05:16:36.000Z,Group Product Manager - Code Security,Datadog,C,"--- CONNECTION REQUEST (207 chars, covers Code Security / BYOC / APM PM II) ---
Hey Dardan, love what Datadog is building across observability and security. I am a Sr. PM and Scrum Master with 13 years in fintech and healthcare and would love to connect as I explore PM roles on your team.

--- INMAIL ---
Subject: Sr. PM Interest - Datadog Product Team

Hey Dardan,

Reached out because I have been digging into what Datadog is building and the product depth - from APM to cloud security and BYOC infrastructure - is genuinely impressive, and rare to see at that scale.

I am Rahil Nathani, a Senior PM and Scrum Master with 13 years of experience across Toyota, healthcare, and fintech. I hold a PMP and A-CSM. My background is in leading complex, cross-functional programs in regulated, high-stakes environments where observability, reliability, and tight engineering collaboration were not optional.

I noticed several open roles on your team - including Group PM in Code Security, Bring Your Own Cloud, and PM II on APM. Any of those would be a strong fit given my delivery and product leadership background.

Would love a quick conversation to learn more about what your team is focused on and see if there is a natural fit. Happy to send over my resume or connect however works best.

Thanks for the time,
Rahil Nathani
Dallas, TX | PMP | A-CSM",,,
recwK6Jd5ia3ZmdAx,2026-07-03T05:16:50.000Z,Senior Product Manager - Agent Integrations,Datadog,C,,,,
recwNxn43D8HL2yUs,2026-06-12T04:06:36.000Z,Scrum Master Level 3 or 4,northrop grumman,A,auto-submit re-run 2026-06-03,2026-05-29,Blocked,124
recwV2qNb4bcu9QMO,2026-06-18T05:14:29.000Z,"Program Manager, Voice of the Customer",Figma,B,,,,
recwqjHBymi85Ii4M,2026-06-30T13:29:41.000Z,Product Manager II - Application Performance Monitoring,Datadog,C,"--- CONNECTION REQUEST (207 chars, covers Code Security / BYOC / APM PM II) ---
Hey Dardan, love what Datadog is building across observability and security. I am a Sr. PM and Scrum Master with 13 years in fintech and healthcare and would love to connect as I explore PM roles on your team.

--- INMAIL ---
Subject: Sr. PM Interest - Datadog Product Team

Hey Dardan,

Reached out because I have been digging into what Datadog is building and the product depth - from APM to cloud security and BYOC infrastructure - is genuinely impressive, and rare to see at that scale.

I am Rahil Nathani, a Senior PM and Scrum Master with 13 years of experience across Toyota, healthcare, and fintech. I hold a PMP and A-CSM. My background is in leading complex, cross-functional programs in regulated, high-stakes environments where observability, reliability, and tight engineering collaboration were not optional.

I noticed several open roles on your team - including Group PM in Code Security, Bring Your Own Cloud, and PM II on APM. Any of those would be a strong fit given my delivery and product leadership background.

Would love a quick conversation to learn more about what your team is focused on and see if there is a natural fit. Happy to send over my resume or connect however works best.

Thanks for the time,
Rahil Nathani
Dallas, TX | PMP | A-CSM",,,
recwyoidLvc1b5eqI,2026-06-12T04:04:47.000Z,Program Manager,gofundme,—,no-submit-button (board redirect),2026-05-21,Blocked,66
recxPg7T9YhPjdHy3,2026-06-12T04:08:07.000Z,Senior Product Manager - AI,gevernova,B,auto-submit re-run 2026-06-02,2026-06-02,Blocked,140
recxit69SIVT0RoEl,2026-06-21T08:02:16.000Z,"Program Manager, Delivery Innovation and Strategic Programs",Okta,C,,,,
recxp1nzeT9zih7sn,2026-07-24T05:17:42.000Z,"Senior Program Manager, Engineering",Okta,C,,,,
recy3B2vLQviQeeKM,2026-06-12T04:06:36.000Z,Excal Ib Engineering Services Program Manager,raytheon,A,auto-submit re-run 2026-06-03,2026-05-28,Blocked,106
recyJum0xT5S8RaRZ,2026-06-12T04:06:36.000Z,Material Program Manager - AMRAAM,raytheon,A,auto-submit re-run 2026-06-02,2026-05-29,Blocked,129
recyMu06zJTwcnY32,2026-07-03T05:16:50.000Z,"Group Product Manager, Cloud Security",Datadog,C,,,,
recyOQ0S5OrgYv8pP,2026-07-05T05:17:21.000Z,"Senior Product Manager, AI",Brex,C,,,,
recyebSmOUuk3KlrE,2026-06-18T05:14:30.000Z,Technical Program Manager,Ramp,B,,,,
recyhjnp82wUeatFt,2026-06-12T04:06:36.000Z,Sr. Program Manager- Integrated Business Planning (IBP) COE – Supply,medtronic,A,auto-submit re-run 2026-06-03,2026-05-28,Blocked,114
recykcOTAQxrw6Xs2,2026-06-12T04:04:47.000Z,Technical Program Manager Research,deepgram,4.0/5,auto-submit re-run 2026-05-19,2026-05-19,Applied,58
recz9iTwIZaRj46ra,2026-06-18T05:14:30.000Z,Employee Experience Program Manager (Onboarding + Adoption),Notion,B,,,,
reczDpY9F5bZgmaBc,2026-06-12T04:08:07.000Z,"Scrum Master, Vice President",citi,A,auto-submit re-run 2026-06-07,2026-06-03,Blocked,180
reczEGZE6F7IFPn5o,2026-07-13T05:17:45.000Z,"Sr. Field Technical Program Manager, Forward Deployed Engineering - Canada",Databricks,B,RESTORED 2026-07-08 after archive-stale reaped it (r14 recurrence #4). Original Created At: 2026-07-03. Waiting on Rahil → warm referral via Denny Lee.,,,
reczW1lmoLcfecrUQ,2026-06-12T04:08:54.000Z,"Program Manager, R&D",abbott,A,auto-submit re-run 2026-06-07,2026-06-04,Blocked,184
